year,countryA,countryB,value_toA,value_toB,magnitude_toA,magnitude_toB,qualifier_toA,qualifier_toB,netflow,net_destination
2020,FRA,RWA,327,0,NA,NIL,NA,NA,327,FRA
2020,MDG,MNE,0,NA,NIL,NA,NA,NA,NA,NA
2020,COD,DEU,0,132,NIL,NA,NA,NA,132,DEU
2020,ARM,UZB,12,NA,NA,NA,NA,NA,NA,NA
2020,POL,UGA,18,NA,NA,NA,NA,NA,NA,NA
2020,BLR,BLZ,0,NA,NIL,NA,NA,NA,NA,NA
2020,RUS,SGP,12,NA,NA,NA,NA,NA,NA,NA
2020,MLT,MNE,1,NA,NA,NA,NA,NA,NA,NA
2020,CUB,NLD,1,NA,NA,NA,NA,NA,NA,NA
2020,CHL,IDN,2,NA,NA,NA,NA,NA,NA,NA
2020,LBN,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2020,HKG,TUN,7,0,NA,NIL,NA,NA,7,HKG
2020,BEL,LUX,1878,406,NA,NA,NA,NA,1472,BEL
2020,ITA,LBY,76,NA,NA,NA,NA,NA,NA,NA
2020,BRA,BRA,0,NA,NA,NA,NA,NA,NA,NA
2020,FJI,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2020,MHL,WSM,NA,0,NA,NIL,NA,NA,NA,NA
2020,AUT,BFA,12.890529632568363,0,NA,NIL,NA,NA,12.890529632568363,AUT
2020,CHL,COK,0,NA,NIL,NA,NA,NA,NA,NA
2020,OMN,WSM,0,0,NIL,NIL,NA,NA,0,OMN
2020,NAM,NIU,0,NA,NIL,NA,NA,NA,NA,NA
2020,HKG,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2020,ECU,VNM,0,0,NIL,NIL,NA,NA,0,ECU
2020,GHA,SEN,5,1198,NA,NA,NA,NA,1193,SEN
2020,AFG,ROU,0,45,NIL,NA,NA,NA,45,ROU
2020,BRN,NGA,7,NA,NA,NA,NA,NA,NA,NA
2020,DEU,TGO,299,NA,NA,NA,NA,NA,NA,NA
2020,PRY,SAU,NA,0,NA,NIL,NA,NA,NA,NA
2020,AZE,BRN,0,0,NIL,NIL,NA,NA,0,AZE
2020,FJI,LKA,NA,1,NA,NA,NA,NA,NA,NA
2020,PLW,PSE,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLR,ITA,2,231,NA,NA,NA,NA,229,ITA
2020,BEN,BFA,95,419,NA,NA,NA,NA,324,BFA
2020,SGP,ZAF,NA,5,NA,NA,NA,NA,NA,NA
2020,BOL,RUS,NA,244,NA,NA,NA,NA,NA,NA
2020,GHA,SSD,1,NA,NA,NA,NA,NA,NA,NA
2020,BLZ,PSE,NA,0,NA,NIL,NA,NA,NA,NA
2020,GRC,JPN,6,37,NA,NA,NA,NA,31,JPN
2020,DZA,TON,NA,0,NA,NIL,NA,NA,NA,NA
2020,LUX,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2020,RUS,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2020,MAC,NOR,3,1,NA,NA,NA,NA,2,MAC
2020,LUX,SWE,27,22.879030227661126,NA,NA,NA,NA,4.120969772338874,LUX
2020,SLV,UKR,1,0,NA,NIL,NA,NA,1,SLV
2020,SVK,TON,0,0,NIL,NIL,NA,NA,0,SVK
2020,ARE,BGR,NA,52,NA,NA,NA,NA,NA,NA
2020,CRI,ERI,0,NA,NIL,NA,NA,NA,NA,NA
2020,AZE,MLT,0,3,NIL,NA,NA,NA,3,MLT
2020,MAC,TUR,0,0,NIL,NIL,NA,NA,0,MAC
2020,CRI,MNE,0,NA,NIL,NA,NA,NA,NA,NA
2020,FSM,GHA,NA,0,NA,NIL,NA,NA,NA,NA
2020,BHR,LUX,0,0,NIL,NIL,NA,NA,0,BHR
2020,ARM,CPV,0,NA,NIL,NA,NA,NA,NA,NA
2020,COL,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2020,BHS,NAM,NA,0,NA,NIL,NA,NA,NA,NA
2020,CYP,MNE,0,NA,NIL,NA,NA,NA,NA,NA
2020,CUB,IND,1,0,NA,NIL,NA,NA,1,CUB
2020,RUS,TUR,721,1439,NA,NA,NA,NA,718,TUR
2020,BRN,LBR,0,NA,NIL,NA,NA,NA,NA,NA
2020,GMB,ZAF,NA,11,NA,NA,NA,NA,NA,NA
2020,BRN,DEU,2,8,NA,NA,NA,NA,6,DEU
2020,GNB,TUR,NA,131,NA,NA,NA,NA,NA,NA
2020,AZE,TLS,0,NA,NIL,NA,NA,NA,NA,NA
2020,LAO,MDG,0,0,NIL,NIL,NA,NA,0,LAO
2020,ISL,SVK,6,171,NA,NA,NA,NA,165,SVK
2020,BTN,MDG,NA,0,NA,NIL,NA,NA,NA,NA
2020,FRA,PER,959,NA,NA,NA,NA,NA,NA,NA
2020,ARG,SVK,4,1,NA,NA,NA,NA,3,ARG
2020,BLR,GNQ,0,NA,NIL,NA,NA,NA,NA,NA
2020,MUS,PRT,1,5,NA,NA,NA,NA,4,PRT
2020,MDG,ZAF,0,36,NIL,NA,NA,NA,36,ZAF
2020,BEL,KAZ,44,0,NA,NIL,NA,NA,44,BEL
2020,KIR,TCA,NA,0,NA,NIL,NA,NA,NA,NA
2020,KNA,TON,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLZ,MYS,NA,1,NA,NA,NA,NA,NA,NA
2020,DOM,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2020,ETH,HUN,NA,105,NA,NA,NA,NA,NA,NA
2020,IRN,UZB,0,NA,NIL,NA,NA,NA,NA,NA
2020,LVA,SSD,0,NA,NIL,NA,NA,NA,NA,NA
2020,CYP,RUS,142,59,NA,NA,NA,NA,83,CYP
2020,BRA,COM,0,NA,NIL,NA,NA,NA,NA,NA
2020,GMB,KOR,NA,11,NA,NA,NA,NA,NA,NA
2020,GNQ,LUX,NA,0,NA,NIL,NA,NA,NA,NA
2020,LAO,QAT,0,0,NIL,NIL,NA,NA,0,LAO
2020,NAM,SVN,0,0,NIL,NIL,NA,NA,0,NAM
2020,AND,LBY,0,NA,NIL,NA,NA,NA,NA,NA
2020,LBY,RWA,NA,1,NA,NA,NA,NA,NA,NA
2020,BEN,ISL,0,0,NIL,NIL,NA,NA,0,BEN
2020,MAC,MKD,0,0,NIL,NIL,NA,NA,0,MAC
2020,BHR,GTM,0,NA,NIL,NA,NA,NA,NA,NA
2020,ITA,THA,74,39,NA,NA,NA,NA,35,ITA
2020,AND,MHL,0,NA,NIL,NA,NA,NA,NA,NA
2020,IRN,THA,3,51,NA,NA,NA,NA,48,THA
2020,CRI,CYP,0,1,NIL,NA,NA,NA,1,CYP
2020,MYS,PAN,1,0,NA,NIL,NA,NA,1,MYS
2020,KEN,SAU,NA,247,NA,NA,NA,NA,NA,NA
2020,BMU,MAR,NA,0,NA,NIL,NA,NA,NA,NA
2020,COD,LTU,0,0,NIL,NIL,NA,NA,0,COD
2020,CYP,UGA,11,NA,NA,NA,NA,NA,NA,NA
2020,BRN,OMN,1,1,NA,NA,NA,NA,0,BRN
2020,MAC,NER,0,NA,NIL,NA,NA,NA,NA,NA
2020,ARG,VEN,11028,NA,NA,NA,NA,NA,NA,NA
2020,BLR,FIN,0,39,NIL,NA,NA,NA,39,FIN
2020,RUS,TKL,0,0,NIL,NIL,NA,NA,0,RUS
2020,GRC,IRL,1,89,NA,NA,NA,NA,88,IRL
2020,HRV,PSE,5,0,NA,NIL,NA,NA,5,HRV
2020,HRV,SAU,4,2,NA,NA,NA,NA,2,HRV
2020,KOR,UKR,87,50,NA,NA,NA,NA,37,KOR
2020,JPN,MWI,55,NA,NA,NA,NA,NA,NA,NA
2020,HRV,HUN,17,96,NA,NA,NA,NA,79,HUN
2020,GEO,MOZ,2,NA,NA,NA,NA,NA,NA,NA
2020,ARM,LIE,0,0,NIL,NIL,NA,NA,0,ARM
2020,COD,SVK,0,5,NIL,NA,NA,NA,5,SVK
2020,CZE,SLE,5,NA,NA,NA,NA,NA,NA,NA
2020,NER,TUR,NA,226,NA,NA,NA,NA,NA,NA
2020,SAU,THA,445,5,NA,NA,NA,NA,440,SAU
2020,BOL,UKR,NA,3,NA,NA,NA,NA,NA,NA
2020,GEO,TON,1,0,NA,NIL,NA,NA,1,GEO
2020,ARM,JAM,0,NA,NIL,NA,NA,NA,NA,NA
2020,LIE,NZL,0,0,NIL,NIL,NA,NA,0,LIE
2020,GRC,KWT,3,NA,NA,NA,NA,NA,NA,NA
2020,BGR,SOM,3,NA,NA,NA,NA,NA,NA,NA
2020,IRQ,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2020,GEO,SWE,6,41.70684051513672,NA,NA,NA,NA,35.70684051513672,SWE
2020,CHL,KGZ,0,0,NIL,NIL,NA,NA,0,CHL
2020,LTU,SAU,17,0,NA,NIL,NA,NA,17,LTU
2020,HRV,MHL,0,NA,NIL,NA,NA,NA,NA,NA
2020,KAZ,SVN,0,15,NIL,NA,NA,NA,15,SVN
2020,COD,WSM,0,0,NIL,NIL,NA,NA,0,COD
2020,ROU,ZAF,26,5,NA,NA,NA,NA,21,ROU
2020,MAR,MRT,1367,58,NA,NA,NA,NA,1309,MAR
2020,BTN,SAU,NA,0,NA,NIL,NA,NA,NA,NA
2020,AND,GNQ,0,NA,NIL,NA,NA,NA,NA,NA
2020,ARE,PSE,NA,0,NA,NIL,NA,NA,NA,NA
2020,JOR,SGP,136,NA,NA,NA,NA,NA,NA,NA
2020,AFG,GTM,0,NA,NIL,NA,NA,NA,NA,NA
2020,NZL,VUT,55,NA,NA,NA,NA,NA,NA,NA
2020,HRV,PLW,0,NA,NIL,NA,NA,NA,NA,NA
2020,BGR,UZB,10,NA,NA,NA,NA,NA,NA,NA
2020,ATG,TON,NA,0,NA,NIL,NA,NA,NA,NA
2020,AFG,PLW,0,NA,NIL,NA,NA,NA,NA,NA
2020,MDA,SUR,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,NRU,0,NA,NIL,NA,NA,NA,NA,NA
2020,BHR,MDG,0,0,NIL,NIL,NA,NA,0,BHR
2020,ARM,KNA,0,NA,NIL,NA,NA,NA,NA,NA
2020,ALB,KAZ,0,4,NIL,NA,NA,NA,4,KAZ
2020,CZE,GHA,185,1,NA,NA,NA,NA,184,CZE
2020,ABW,CZE,NA,0,NA,NIL,NA,NA,NA,NA
2020,LKA,NPL,23,NA,NA,NA,NA,NA,NA,NA
2020,CYP,NAM,23,0,NA,NIL,NA,NA,23,CYP
2020,BDI,BRN,NA,0,NA,NIL,NA,NA,NA,NA
2020,LVA,MDG,0,0,NIL,NIL,NA,NA,0,LVA
2020,ATG,OMN,NA,0,NA,NIL,NA,NA,NA,NA
2020,CYP,SYC,2,0,NA,NIL,NA,NA,2,CYP
2020,DZA,VNM,NA,0,NA,NIL,NA,NA,NA,NA
2020,ECU,SYC,0,0,NIL,NIL,NA,NA,0,ECU
2020,AND,EGY,0,0,NIL,NIL,NA,NA,0,AND
2020,GMB,NZL,NA,0,NA,NIL,NA,NA,NA,NA
2020,BIH,KGZ,0,0,NIL,NIL,NA,NA,0,BIH
2020,MUS,USA,7,310.6755676269532,NA,NA,NA,NA,303.6755676269532,USA
2020,COD,IDN,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEN,MMR,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,TCA,0,0,NIL,NIL,NA,NA,0,BEL
2020,BGR,PAN,0,0,NIL,NIL,NA,NA,0,BGR
2020,LVA,QAT,1,0,NA,NIL,NA,NA,1,LVA
2020,MDV,NAM,NA,0,NA,NIL,NA,NA,NA,NA
2020,ARG,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2020,HUN,LKA,26,0,NA,NIL,NA,NA,26,HUN
2020,MDG,SYC,0,0,NIL,NIL,NA,NA,0,MDG
2020,IRL,MDG,0,0,NIL,NIL,NA,NA,0,IRL
2020,FIN,HKG,4,1,NA,NA,NA,NA,3,FIN
2020,ARM,UGA,0,NA,NIL,NA,NA,NA,NA,NA
2020,AUT,MOZ,3,NA,NA,NA,NA,NA,NA,NA
2020,JAM,LUX,NA,0,NA,NIL,NA,NA,NA,NA
2020,LTU,MAR,1,2,NA,NA,NA,NA,1,MAR
2020,BHR,NER,0,NA,NIL,NA,NA,NA,NA,NA
2020,BWA,FIN,0,0,NIL,NIL,NA,NA,0,BWA
2020,ITA,NGA,269,NA,NA,NA,NA,NA,NA,NA
2020,GUY,MAR,NA,1,NA,NA,NA,NA,NA,NA
2020,ITA,MDG,84,0,NA,NIL,NA,NA,84,ITA
2020,CUB,NOR,0,6,NIL,NA,NA,NA,6,NOR
2020,AND,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2020,LIE,SVK,2,1,NA,NA,NA,NA,1,LIE
2020,AUT,LBN,55.04999923706055,NA,NA,NA,NA,NA,NA,NA
2020,LBY,ZAF,NA,147,NA,NA,NA,NA,NA,NA
2020,CAN,COL,1893,10,NA,NA,NA,NA,1883,CAN
2020,CUB,KIR,4,NA,NA,NA,NA,NA,NA,NA
2020,IND,TCD,46,0,NA,NIL,NA,NA,46,IND
2020,LIE,LKA,0,0,NIL,NIL,NA,NA,0,LIE
2020,BRB,PAN,NA,0,NA,NIL,NA,NA,NA,NA
2020,MRT,OMN,0,11,NIL,NA,NA,NA,11,OMN
2020,BRB,PSE,NA,0,NA,NIL,NA,NA,NA,NA
2020,BFA,DNK,0,2,NIL,NA,NA,NA,2,DNK
2020,NOR,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2020,SMR,SRB,0,0,NIL,NIL,NA,NA,0,SMR
2020,EGY,ISL,0,0,NIL,NIL,NA,NA,0,EGY
2020,BRA,KIR,1,NA,NA,NA,NA,NA,NA,NA
2020,CMR,TCA,NA,0,NA,NIL,NA,NA,NA,NA
2020,ALB,NPL,0,NA,NIL,NA,NA,NA,NA,NA
2020,CMR,OMN,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLR,TZA,1,NA,NA,NA,NA,NA,NA,NA
2020,AZE,KAZ,49,167,NA,NA,NA,NA,118,KAZ
2020,LVA,PHL,3,NA,NA,NA,NA,NA,NA,NA
2020,AFG,IND,0,4504,NIL,NA,NA,NA,4504,IND
2020,LIE,LSO,0,NA,NIL,NA,NA,NA,NA,NA
2020,BLR,CYP,2,2,NA,NA,NA,NA,0,BLR
2020,CUB,TKM,0,0,NIL,NIL,NA,NA,0,CUB
2020,NAM,TZA,16,NA,NA,NA,NA,NA,NA,NA
2020,BRB,RUS,NA,0,NA,NIL,NA,NA,NA,NA
2020,ALB,CZE,0,60,NIL,NA,NA,NA,60,CZE
2020,BHR,MUS,0,0,NIL,NIL,NA,NA,0,BHR
2020,MMR,SWE,NA,12.967590332031252,NA,NA,NA,NA,NA,NA
2020,CMR,MLT,NA,6,NA,NA,NA,NA,NA,NA
2020,ALB,ARG,0,36,NIL,NA,NA,NA,36,ARG
2020,AND,ARE,0,NA,NIL,NA,NA,NA,NA,NA
2020,CHL,KAZ,0,0,NIL,NIL,NA,NA,0,CHL
2020,COD,JPN,0,43,NIL,NA,NA,NA,43,JPN
2020,ARM,MKD,0,0,NIL,NIL,NA,NA,0,ARM
2020,BLR,SVN,0,8,NIL,NA,NA,NA,8,SVN
2020,IRN,WSM,0,0,NIL,NIL,NA,NA,0,IRN
2020,ETH,IND,NA,695,NA,NA,NA,NA,NA,NA
2020,GIN,SMR,NA,0,NA,NIL,NA,NA,NA,NA
2020,GHA,RUS,0,871,NIL,NA,NA,NA,871,RUS
2020,ECU,JOR,0,3,NIL,NA,NA,NA,3,JOR
2020,FRA,KHM,505,NA,NA,NA,NA,NA,NA,NA
2020,ABW,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLR,PRT,1,22,NA,NA,NA,NA,21,PRT
2020,BGR,VNM,44,0,NA,NIL,NA,NA,44,BGR
2020,ECU,TKL,0,0,NIL,NIL,NA,NA,0,ECU
2020,BGR,YEM,12,NA,NA,NA,NA,NA,NA,NA
2020,SAU,SLE,127,NA,NA,NA,NA,NA,NA,NA
2020,MUS,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEN,KAZ,0,0,NIL,NIL,NA,NA,0,BEN
2020,FIN,HRV,31,15,NA,NA,NA,NA,16,FIN
2020,FIN,ZAF,52,16,NA,NA,NA,NA,36,FIN
2020,BGR,ISL,2,5,NA,NA,NA,NA,3,ISL
2020,GAB,UKR,NA,4,NA,NA,NA,NA,NA,NA
2020,BEL,BGD,66,NA,NA,NA,NA,NA,NA,NA
2020,GAB,ISL,NA,0,NA,NIL,NA,NA,NA,NA
2020,DNK,MYS,28,37,NA,NA,NA,NA,9,MYS
2020,ATG,ITA,NA,32,NA,NA,NA,NA,NA,NA
2020,ALB,IND,0,15,NIL,NA,NA,NA,15,IND
2020,BEL,TON,0,0,NIL,NIL,NA,NA,0,BEL
2020,BGD,SRB,NA,4,NA,NA,NA,NA,NA,NA
2020,BRB,NAM,NA,0,NA,NIL,NA,NA,NA,NA
2020,GIB,MSR,0,NA,NA,NA,NA,NA,NA,NA
2020,ARE,TUR,NA,30,NA,NA,NA,NA,NA,NA
2020,CIV,ROU,0,10,NIL,NA,NA,NA,10,ROU
2020,CRI,GBR,1,93,NA,NA,NA,NA,92,GBR
2020,LUX,RWA,4,0,NA,NIL,NA,NA,4,LUX
2020,BGD,EST,NA,224,NA,NA,NA,NA,NA,NA
2020,LCA,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2020,KWT,RWA,NA,0,NA,NIL,NA,NA,NA,NA
2020,BEN,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
2020,PSE,SAU,0,5348,NIL,NA,NA,NA,5348,SAU
2020,CHL,HKG,0,4,NIL,NA,NA,NA,4,HKG
2020,HKG,NAM,0,0,NIL,NIL,NA,NA,0,HKG
2020,MCO,SGP,0,NA,NIL,NA,NA,NA,NA,NA
2020,ESP,MMR,8,NA,NA,NA,NA,NA,NA,NA
2020,GBR,GNB,4,NA,NA,NA,NA,NA,NA,NA
2020,AUT,CIV,3.1094799041748042,0,NA,NIL,NA,NA,3.1094799041748042,AUT
2020,CYP,USA,22,417.46633911132807,NA,NA,NA,NA,395.46633911132807,USA
2020,BFA,TUR,0,209,NIL,NA,NA,NA,209,TUR
2020,LTU,PRY,0,NA,NIL,NA,NA,NA,NA,NA
2020,ALB,LCA,0,0,NIL,NIL,NA,NA,0,ALB
2020,AUS,IRQ,157,NA,NA,NA,NA,NA,NA,NA
2020,URY,WSM,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLR,CMR,52,NA,NA,NA,NA,NA,NA,NA
2020,ARM,GUY,0,NA,NIL,NA,NA,NA,NA,NA
2020,KGZ,USA,0,339.234588623047,NIL,NA,NA,NA,339.234588623047,USA
2020,ESP,MNG,5,NA,NA,NA,NA,NA,NA,NA
2020,CAN,MLT,6,22,NA,NA,NA,NA,16,MLT
2020,ITA,PLW,1,NA,NA,NA,NA,NA,NA,NA
2020,LUX,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2020,MLI,SEN,NA,1006,NA,NA,NA,NA,NA,NA
2020,NAM,TCA,0,0,NIL,NIL,NA,NA,0,NAM
2020,BGR,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
2020,GBR,MCO,147,7,NA,NA,NA,NA,140,GBR
2020,JPN,SGP,370,NA,NA,NA,NA,NA,NA,NA
2020,CAF,HUN,NA,3,NA,NA,NA,NA,NA,NA
2020,ARG,MAR,2,2,NA,NA,NA,NA,0,ARG
2020,TCD,UZB,0,NA,NIL,NA,NA,NA,NA,NA
2020,CYP,LBY,28,NA,NA,NA,NA,NA,NA,NA
2020,COL,NAM,0,0,NIL,NIL,NA,NA,0,COL
2020,CYP,SAU,14,1,NA,NA,NA,NA,13,CYP
2020,AZE,NZL,0,1,NIL,NA,NA,NA,1,NZL
2020,GHA,PSE,0,0,NIL,NIL,NA,NA,0,GHA
2020,CHL,LKA,0,0,NIL,NIL,NA,NA,0,CHL
2020,ISL,KAZ,2,0,NA,NIL,NA,NA,2,ISL
2020,MDV,RUS,NA,83,NA,NA,NA,NA,NA,NA
2020,ARM,IND,1570,3,NA,NA,NA,NA,1567,ARM
2020,HUN,NAM,18,1,NA,NA,NA,NA,17,HUN
2020,ECU,NLD,5,NA,NA,NA,NA,NA,NA,NA
2020,SWZ,TCA,NA,0,NA,NIL,NA,NA,NA,NA
2020,COL,EGY,0,0,NIL,NIL,NA,NA,0,COL
2020,COL,LBR,0,NA,NIL,NA,NA,NA,NA,NA
2020,DJI,TKM,NA,0,NA,NIL,NA,NA,NA,NA
2020,CMR,GEO,NA,4,NA,NA,NA,NA,NA,NA
2020,BHR,MAC,0,0,NIL,NIL,NA,NA,0,BHR
2020,ARE,TKM,NA,0,NA,NIL,NA,NA,NA,NA
2020,DNK,DZA,2,NA,NA,NA,NA,NA,NA,NA
2020,DOM,HND,28,NA,NA,NA,NA,NA,NA,NA
2020,ALB,MMR,0,NA,NIL,NA,NA,NA,NA,NA
2020,DEU,VNM,3689,12,NA,NA,NA,NA,3677,DEU
2020,IRL,TJK,0,NA,NIL,NA,NA,NA,NA,NA
2020,ISL,KOR,6,3,NA,NA,NA,NA,3,ISL
2020,HUN,URY,7,NA,NA,NA,NA,NA,NA,NA
2020,NAM,TKL,0,0,NIL,NIL,NA,NA,0,NAM
2020,JPN,TKL,0,0,NIL,NIL,NA,NA,0,JPN
2020,MSR,VNM,NA,0,NA,NIL,NA,NA,NA,NA
2020,IRN,KAZ,8,24,NA,NA,NA,NA,16,KAZ
2020,DOM,ISR,1,NA,NA,NA,NA,NA,NA,NA
2020,SRB,TCD,0,0,NIL,NIL,NA,NA,0,SRB
2020,EGY,LKA,21,2,NA,NA,NA,NA,19,EGY
2020,EGY,SGP,229,NA,NA,NA,NA,NA,NA,NA
2020,BRN,TKL,0,0,NIL,NIL,NA,NA,0,BRN
2020,FIN,SMR,0,0,NIL,NIL,NA,NA,0,FIN
2020,GBR,HRV,1173,34,NA,NA,NA,NA,1139,GBR
2020,AFG,MAR,0,141,NIL,NA,NA,NA,141,MAR
2020,BTN,LUX,NA,0,NA,NIL,NA,NA,NA,NA
2020,FIN,UKR,129,43,NA,NA,NA,NA,86,FIN
2020,ARG,KIR,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,GEO,48,0,NA,NIL,NA,NA,48,BEL
2020,BEN,TCA,0,0,NIL,NIL,NA,NA,0,BEN
2020,ALB,BGD,0,NA,NIL,NA,NA,NA,NA,NA
2020,BTN,SYC,NA,0,NA,NIL,NA,NA,NA,NA
2020,EST,MNE,3,NA,NA,NA,NA,NA,NA,NA
2020,AFG,DEU,0,623,NIL,NA,NA,NA,623,DEU
2020,KNA,UKR,NA,0,NA,NIL,NA,NA,NA,NA
2020,FRA,GNB,26,NA,NA,NA,NA,NA,NA,NA
2020,BGR,MEX,3,NA,NA,NA,NA,NA,NA,NA
2020,BHR,CUB,0,0,NIL,NIL,NA,NA,0,BHR
2020,AGO,BRA,NA,1706,NA,NA,NA,NA,NA,NA
2020,CYP,TCD,0,0,NIL,NIL,NA,NA,0,CYP
2020,ISR,MAC,NA,0,NA,NIL,NA,NA,NA,NA
2020,EGY,PHL,98,NA,NA,NA,NA,NA,NA,NA
2020,BOL,TON,NA,0,NA,NIL,NA,NA,NA,NA
2020,JPN,SAU,246,5,NA,NA,NA,NA,241,JPN
2020,BEN,IDN,0,NA,NIL,NA,NA,NA,NA,NA
2020,CYP,GRC,4422,13791,NA,NA,NA,NA,9369,GRC
2020,GHA,MLI,131,NA,NA,NA,NA,NA,NA,NA
2020,HKG,MUS,7,0,NA,NIL,NA,NA,7,HKG
2020,ISL,ROU,11,0,NA,NIL,NA,NA,11,ISL
2020,CAN,CUB,93,8,NA,NA,NA,NA,85,CAN
2020,GEO,SAU,16,15,NA,NA,NA,NA,1,GEO
2020,ARE,RWA,NA,0,NA,NIL,NA,NA,NA,NA
2020,CAF,SAU,NA,85,NA,NA,NA,NA,NA,NA
2020,BEL,PER,96,NA,NA,NA,NA,NA,NA,NA
2020,MDG,TJK,0,NA,NIL,NA,NA,NA,NA,NA
2020,GRC,LUX,14,77,NA,NA,NA,NA,63,LUX
2020,CYM,WSM,NA,0,NA,NIL,NA,NA,NA,NA
2020,CIV,QAT,0,0,NIL,NIL,NA,NA,0,CIV
2020,ATG,SRB,NA,2,NA,NA,NA,NA,NA,NA
2020,CIV,MNG,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,ROU,305,104,NA,NA,NA,NA,201,BEL
2020,BFA,JPN,0,20,NIL,NA,NA,NA,20,JPN
2020,LUX,TZA,1,NA,NA,NA,NA,NA,NA,NA
2020,SMR,SYC,0,0,NIL,NIL,NA,NA,0,SMR
2020,BRA,VUT,5,NA,NA,NA,NA,NA,NA,NA
2020,BHS,TKL,NA,0,NA,NIL,NA,NA,NA,NA
2020,EST,TJK,2,NA,NA,NA,NA,NA,NA,NA
2020,MEX,TUR,NA,27,NA,NA,NA,NA,NA,NA
2020,LUX,TKM,2,0,NA,NIL,NA,NA,2,LUX
2020,GNQ,KGZ,NA,0,NA,NIL,NA,NA,NA,NA
2020,COK,RWA,NA,0,NA,NIL,NA,NA,NA,NA
2020,IRN,VNM,1,2,NA,NA,NA,NA,1,VNM
2020,IRL,UGA,33,NA,NA,NA,NA,NA,NA,NA
2020,AZE,LBN,0,NA,NIL,NA,NA,NA,NA,NA
2020,CIV,MKD,0,0,NIL,NIL,NA,NA,0,CIV
2020,EGY,MDA,0,0,NIL,NIL,NA,NA,0,EGY
2020,AZE,TCA,0,0,NIL,NIL,NA,NA,0,AZE
2020,EST,THA,17,4,NA,NA,NA,NA,13,EST
2020,ABW,BEL,NA,0,NA,NIL,NA,NA,NA,NA
2020,HND,MLT,NA,2,NA,NA,NA,NA,NA,NA
2020,CHE,LUX,451,9,NA,NA,NA,NA,442,CHE
2020,AZE,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,SGP,33,NA,NA,NA,NA,NA,NA,NA
2020,CRI,SAU,0,0,NIL,NIL,NA,NA,0,CRI
2020,AND,ZAF,0,0,NIL,NIL,NA,NA,0,AND
2020,BMU,MRT,NA,0,NA,NIL,NA,NA,NA,NA
2020,ABW,TUR,NA,0,NA,NIL,NA,NA,NA,NA
2020,BTN,ISL,NA,0,NA,NIL,NA,NA,NA,NA
2020,SVK,UGA,0,NA,NIL,NA,NA,NA,NA,NA
2020,NRU,POL,NA,0,NA,NIL,NA,NA,NA,NA
2020,BLR,STP,0,NA,NIL,NA,NA,NA,NA,NA
2020,BEL,BFA,116,0,NA,NIL,NA,NA,116,BEL
2020,LAO,ZAF,0,0,NIL,NIL,NA,NA,0,LAO
2020,DEU,SAU,639,60,NA,NA,NA,NA,579,DEU
2020,AUS,GEO,0,4,NIL,NA,NA,NA,4,GEO
2020,PRT,STP,1011,NA,NA,NA,NA,NA,NA,NA
2020,SRB,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2020,MYS,SLE,44,NA,NA,NA,NA,NA,NA,NA
2020,AZE,TZA,0,NA,NIL,NA,NA,NA,NA,NA
2020,MKD,SMR,0,0,NIL,NIL,NA,NA,0,MKD
2020,COD,IRN,0,0,NIL,NIL,NA,NA,0,COD
2020,BRN,IRN,0,1,NIL,NA,NA,NA,1,IRN
2020,BRB,MCO,NA,0,NA,NIL,NA,NA,NA,NA
2020,TUR,UZB,1598,NA,NA,NA,NA,NA,NA,NA
2020,ECU,MEX,40,NA,NA,NA,NA,NA,NA,NA
2020,BWA,GBR,1,509,NA,NA,NA,NA,508,GBR
2020,GRC,QAT,1,3,NA,NA,NA,NA,2,QAT
2020,HND,WSM,NA,0,NA,NIL,NA,NA,NA,NA
2020,MDG,SVK,0,1,NIL,NA,NA,NA,1,SVK
